ID_pieza,ID_pedido,Cantidad
piezTij892RsMer,pedi702682,4
piezRat292AmInf,pedi702682,8
piezSie879NgHer,pedi702682,3
piezPre373AzAli,pedi702682,10
piezPer368NaCos,pedi702682,10
piezDul237NaAli,pedi702682,2
piezYes811VeCon,pedi702682,9
piezCha602AzCos,pedi702682,7
piezAgu185BlMer,pedi702682,1
piezLla553MrHer,pedi702682,7
piezHil739RjMer,pedi702682,1
piezCre369RsCos,pedi702682,6
piezCha602AzCos,pedi702682,8
piezCha602AzCos,pedi702682,4
piezEsc048RsMob,pedi702682,3
piezLoc517MrCos,pedi702682,4
piezSie879NgHer,pedi702682,5
piezEdu399AzCos,pedi702682,9
piezBot384MoMer,pedi702682,1
piezEst491NgMob,pedi702682,3
piezPin071NgCos,pedi702682,4
piezSil048NaMob,pedi702682,10
piezHil739RjMer,pedi702682,7
piezCab198NgInf,pedi702682,9
piezCom925BlInf,pedi702682,2
piezPeg533AzMer,pedi702682,8
piezLoc517MrCos,pedi702682,3
piezPin770MrHer,pedi702682,9
piezLám826AmMob,pedi702682,9
piezLác034MoAli,pedi702682,2
piezImp826NgInf,pedi702682,6
piezCre369RsCos,pedi702682,4
piezEsc048RsMob,pedi702682,2
piezCar392NaAli,pedi702682,6
piezAzu454AmCon,pedi702682,3
piezPin770MrHer,pedi702682,9
piezAce580VeCos,pedi702682,2
piezTal276BlHer,pedi702682,10
piezSil048NaMob,pedi702682,5
piezCae620NaCon,pedi702682,8
piezPCs508MrInf,pedi702682,7
piezPes833NaAli,pedi702682,10
piezLla553MrHer,pedi702682,2
piezCha602AzCos,pedi702682,5
piezMaf552MoCos,pedi702682,9
piezLoc517MrCos,pedi702682,3
piezBdm865NgCos,pedi702682,8
piezCom925BlInf,pedi702682,10
piezPin635NgCon,pedi702682,4
piezCin527NgHer,pedi702682,5
piezPer368NaCos,pedi702682,8
piezCab198NgInf,pedi702682,3
piezEsc048RsMob,pedi702682,10
piezSie879NgHer,pedi702682,10
piezLoc517MrCos,pedi702682,3
piezLác034MoAli,pedi702682,7
piezPin635NgCon,pedi702682,1
piezEnc982AzMer,pedi702682,6
piezRat292AmInf,pedi702682,9
piezBeb062AzAli,pedi702682,6
piezBdm865NgCos,pedi702682,4
piezMaf552MoCos,pedi702682,4
piezDul237NaAli,pedi702682,8
piezPer368NaCos,pedi702682,4
piezGaR740NgInf,pedi702682,10
piezPre373AzAli,pedi702682,3
piezPaf572NgAli,pedi226345,3
piezPCs508MrInf,pedi226345,3
piezPaf572NgAli,pedi226345,1
piezAur997MrInf,pedi226345,8
piezTal276BlHer,pedi226345,3
piezMdn355NgMob,pedi226345,6
piezLad786MrCon,pedi226345,9
piezCam667NgMob,pedi226345,10
piezLám826AmMob,pedi226345,2
piezDul237NaAli,pedi226345,6
piezPor131AzInf,pedi226345,8
piezAce580VeCos,pedi226345,7
piezCin527NgHer,pedi226345,8
piezDes350VeHer,pedi226345,9
piezCre224NaMer,pedi226345,2
piezMdn355NgMob,pedi226345,7
piezCom925BlInf,pedi226345,9
piezPer368NaCos,pedi226345,1
piezVer249RsAli,pedi226345,6
piezCae620NaCon,pedi226345,4
piezEsc048RsMob,pedi226345,6
piezCre224NaMer,pedi226345,3
piezLám826AmMob,pedi226345,8
piezPeg533AzMer,pedi226345,4
piezMon404NaInf,pedi226345,4
piezPes833NaAli,pedi226345,4
piezTel914NaMer,pedi226345,10
piezTdP240VeCon,pedi226345,3
piezMdn355NgMob,pedi226345,3
piezGaR740NgInf,pedi226345,9
piezMon404NaInf,pedi226345,7
piezCim591VeHer,pedi226345,7
piezHil739RjMer,pedi226345,7
piezTal276BlHer,pedi226345,3
piezCem010MoCon,pedi226345,10
piezImp826NgInf,pedi226345,7
piezPes833NaAli,pedi226345,3
piezLij081RsHer,pedi226345,9
piezLad786MrCon,pedi226345,6
piezPaf572NgAli,pedi226345,9
piezPor131AzInf,pedi226345,1
piezCre369RsCos,pedi226345,3
piezRat292AmInf,pedi226345,3
piezAce580VeCos,pedi226345,4
piezLác034MoAli,pedi226345,9
piezPer368NaCos,pedi226345,10
piezCar392NaAli,pedi226345,5
piezLoc517MrCos,pedi226345,9
piezCre369RsCos,pedi226345,2
piezCab198NgInf,pedi226345,6
piezSof755AzMob,pedi226345,9
piezAce580VeCos,pedi226345,6
piezCla073AzCon,pedi226345,9
piezEnc982AzMer,pedi226345,3
piezLla553MrHer,pedi226345,10
piezPin770MrHer,pedi226345,4
piezImp826NgInf,pedi702682,2
piezCim591VeHer,pedi702682,9
piezLám826AmMob,pedi702682,5
piezFru544MoAli,pedi702682,10
piezGaR740NgInf,pedi702682,2
piezEnc982AzMer,pedi702682,8
piezCar392NaAli,pedi702682,9
piezEdu399AzCos,pedi702682,5
piezCam667NgMob,pedi702682,10
piezLdm025NgCon,pedi702682,4
piezMon404NaInf,pedi702682,4
piezCin527NgHer,pedi702682,2
piezCre224NaMer,pedi702682,10
piezCem010MoCon,pedi702682,10
piezRat292AmInf,pedi702682,8
piezPin635NgCon,pedi702682,7
piezGaR740NgInf,pedi702682,4
piezPes833NaAli,pedi702682,7
piezAgu185BlMer,pedi702682,9
piezLdm025NgCon,pedi702682,6
piezLdm025NgCon,pedi702682,8
piezSil048NaMob,pedi702682,10
piezSie879NgHer,pedi702682,5
piezSie879NgHer,pedi702682,5
piezCam667NgMob,pedi702682,5
piezMdn355NgMob,pedi702682,8
piezMdn355NgMob,pedi702682,6
piezMes484NaMob,pedi702682,10
piezGaR740NgInf,pedi702682,1
piezTij892RsMer,pedi702682,2
piezHdc064BlCon,pedi702682,5
piezEnc982AzMer,pedi702682,7
piezEsc048RsMob,pedi702682,8
piezLác034MoAli,pedi702682,7
piezTec974RsInf,pedi702682,6
piezEsc048RsMob,pedi702682,2
piezCre224NaMer,pedi702682,5
piezTel914NaMer,pedi702682,3
piezCem010MoCon,pedi702682,9
piezTdP240VeCon,pedi702682,4
piezSna300MoAli,pedi702682,5
piezLoc517MrCos,pedi702682,8
piezCem010MoCon,pedi702682,10
piezDul237NaAli,pedi702682,7
piezMdn355NgMob,pedi702682,6
piezMes484NaMob,pedi702682,5
piezBot384MoMer,pedi702682,4
piezHdc064BlCon,pedi702682,4
piezPre373AzAli,pedi702682,1
piezPin635NgCon,pedi702682,8
piezAgu185BlMer,pedi702682,7
piezEnc982AzMer,pedi702682,9
piezEnc982AzMer,pedi702682,7
piezBdm865NgCos,pedi702682,1
piezCre224NaMer,pedi702682,8
piezTij892RsMer,pedi702682,1
piezBeb062AzAli,pedi702682,7
piezCla073AzCon,pedi702682,1
piezPin635NgCon,pedi702682,3
piezCre369RsCos,pedi702682,5
piezPaf572NgAli,pedi702682,8
piezYes811VeCon,pedi702682,5
piezBeb062AzAli,pedi702682,1
piezAce580VeCos,pedi702682,10
piezCla073AzCon,pedi702682,3
piezMon404NaInf,pedi702682,2
piezAgu185BlMer,pedi702682,3
piezLad786MrCon,pedi702682,9
piezImp826NgInf,pedi702682,1
piezPer368NaCos,pedi702682,5
piezEnc982AzMer,pedi702682,3
piezSie879NgHer,pedi702682,1
piezDul237NaAli,pedi702682,7
piezNiv200MrHer,pedi702682,9
piezMaf552MoCos,pedi702682,2
piezBdm865NgCos,pedi702682,5
piezHdc064BlCon,pedi702682,5
piezPer368NaCos,pedi702682,8
piezAgu185BlMer,pedi702682,8
piezCla073AzCon,pedi702682,4
piezTec974RsInf,pedi702682,4
piezSie879NgHer,pedi702682,4
piezPaf572NgAli,pedi702682,7
piezCae620NaCon,pedi702682,6
piezLij081RsHer,pedi702682,6
piezMaf552MoCos,pedi479404,6
piezAzu454AmCon,pedi479404,8
piezPCs508MrInf,pedi479404,1
piezCab198NgInf,pedi479404,8
piezCre224NaMer,pedi479404,5
piezLoc517MrCos,pedi479404,1
piezGaR740NgInf,pedi479404,9
piezAur997MrInf,pedi479404,10
piezAur997MrInf,pedi479404,6
piezTec974RsInf,pedi479404,10
piezDes350VeHer,pedi479404,7
piezEnc982AzMer,pedi479404,8
piezMaf552MoCos,pedi479404,4
piezAzu454AmCon,pedi479404,8
piezLám826AmMob,pedi479404,9
piezTij892RsMer,pedi479404,3
piezSil048NaMob,pedi479404,3
piezCin152RjMer,pedi479404,3
piezCre369RsCos,pedi479404,7
piezMdn355NgMob,pedi479404,1
piezLij081RsHer,pedi479404,5
piezTec974RsInf,pedi479404,6
piezCom925BlInf,pedi479404,2
piezDes350VeHer,pedi479404,9
piezCam667NgMob,pedi479404,7
piezCae620NaCon,pedi479404,4
piezPin635NgCon,pedi479404,2
piezDes350VeHer,pedi479404,10
piezAce580VeCos,pedi479404,9
piezPin635NgCon,pedi479404,6
piezTec974RsInf,pedi479404,10
piezLoc517MrCos,pedi479404,4
piezCam667NgMob,pedi479404,8
piezEst491NgMob,pedi479404,6
piezNiv200MrHer,pedi479404,9
piezMar824AmHer,pedi479404,4
piezHdc064BlCon,pedi479404,3
piezCin152RjMer,pedi479404,6
piezMes484NaMob,pedi479404,2
piezLla553MrHer,pedi479404,2
piezCre369RsCos,pedi479404,6
piezCre369RsCos,pedi479404,9
piezTal276BlHer,pedi479404,8
piezRat292AmInf,pedi479404,3
piezLad786MrCon,pedi479404,5
piezPaf572NgAli,pedi479404,6
piezHdc064BlCon,pedi479404,9
piezMar824AmHer,pedi479404,7
piezEdu399AzCos,pedi479404,7
piezCam667NgMob,pedi479404,7
piezAur997MrInf,pedi479404,7
piezCha602AzCos,pedi479404,7
piezPre373AzAli,pedi479404,5
piezTel914NaMer,pedi479404,2
piezPin770MrHer,pedi479404,5
piezTec974RsInf,pedi479404,4
piezDul237NaAli,pedi479404,7
piezTel914NaMer,pedi479404,9
piezAgu185BlMer,pedi479404,4
piezSof755AzMob,pedi479404,2
piezCem010MoCon,pedi479404,4
piezLla553MrHer,pedi479404,6
piezCar392NaAli,pedi479404,10
piezHdc064BlCon,pedi479404,9
piezCha602AzCos,pedi479404,3
piezAur997MrInf,pedi479404,9
piezMdn355NgMob,pedi479404,3
piezGaR740NgInf,pedi479404,1
piezTal276BlHer,pedi479404,9
piezEst491NgMob,pedi479404,2
piezCae620NaCon,pedi479404,9
piezPin071NgCos,pedi479404,8
piezAzu454AmCon,pedi479404,7
piezCim591VeHer,pedi479404,2
piezMar824AmHer,pedi479404,6
piezLij081RsHer,pedi479404,10
piezAzu454AmCon,pedi479404,1
piezEsc048RsMob,pedi479404,3
piezEst491NgMob,pedi479404,4
piezHdc064BlCon,pedi479404,2
piezTdP240VeCon,pedi479404,8
piezBeb062AzAli,pedi479404,2
piezLij081RsHer,pedi479404,6
piezEsc048RsMob,pedi479404,2
piezTdP240VeCon,pedi479404,4
piezFru544MoAli,pedi479404,5
piezAur997MrInf,pedi479404,6
piezCam667NgMob,pedi479404,5
piezBot384MoMer,pedi479404,2
piezPre373AzAli,pedi479404,9
piezSil957BlMob,pedi479404,5
piezEnc982AzMer,pedi479404,1
piezCar392NaAli,pedi479404,2
piezEdu399AzCos,pedi677691,1
piezAur997MrInf,pedi677691,5
piezPin770MrHer,pedi677691,3
piezPor131AzInf,pedi677691,4
piezPin770MrHer,pedi677691,5
piezNiv200MrHer,pedi677691,4
piezEst491NgMob,pedi677691,8
piezSie879NgHer,pedi677691,6
piezCim591VeHer,pedi677691,9
piezMes484NaMob,pedi677691,7
piezHil739RjMer,pedi677691,7
piezAur997MrInf,pedi677691,10
piezHil739RjMer,pedi677691,2
piezAce580VeCos,pedi479404,9
piezCin527NgHer,pedi479404,3
piezSil048NaMob,pedi479404,1
piezTdP240VeCon,pedi479404,6
piezEsc048RsMob,pedi479404,6
piezCim591VeHer,pedi479404,1
piezPaf572NgAli,pedi479404,3
piezPre373AzAli,pedi479404,1
piezSil048NaMob,pedi479404,5
piezDes350VeHer,pedi479404,2
piezAur997MrInf,pedi479404,8
piezPaf572NgAli,pedi479404,1
piezPaf572NgAli,pedi479404,6
piezMar824AmHer,pedi479404,5
piezPer368NaCos,pedi479404,8
piezLla553MrHer,pedi479404,4
piezFru544MoAli,pedi479404,9
piezLác034MoAli,pedi479404,5
piezMon404NaInf,pedi479404,6
piezPin770MrHer,pedi479404,3
piezPre373AzAli,pedi479404,5
piezCin152RjMer,pedi479404,9
piezCre369RsCos,pedi479404,3
piezMar824AmHer,pedi479404,1
piezBdm865NgCos,pedi479404,8
piezTij892RsMer,pedi479404,6
piezMaq810VeCos,pedi479404,5
piezTij892RsMer,pedi479404,5
piezPre373AzAli,pedi479404,3
piezSof755AzMob,pedi479404,7
piezLij081RsHer,pedi479404,10
piezImp826NgInf,pedi479404,7
piezSil957BlMob,pedi479404,6
piezBeb062AzAli,pedi479404,2
piezLla553MrHer,pedi479404,8
piezVer249RsAli,pedi479404,4
piezTdP240VeCon,pedi479404,7
piezCin811RsMer,pedi479404,8
piezCre369RsCos,pedi479404,2
piezLad786MrCon,pedi479404,5
piezCae620NaCon,pedi479404,8
piezRat292AmInf,pedi479404,2
piezLdm025NgCon,pedi479404,9
piezSof755AzMob,pedi479404,10
piezArm681MrMob,pedi479404,5
piezBeb062AzAli,pedi479404,10
piezCam667NgMob,pedi479404,4
piezBot384MoMer,pedi479404,2
piezVer249RsAli,pedi479404,8
piezRat292AmInf,pedi702682,5
piezPin071NgCos,pedi702682,1
piezYes811VeCon,pedi702682,8
piezYes811VeCon,pedi702682,2
piezRat292AmInf,pedi702682,3
piezTal276BlHer,pedi702682,4
piezLij081RsHer,pedi702682,9
piezEsc048RsMob,pedi702682,9
piezLoc517MrCos,pedi702682,2
piezMon404NaInf,pedi702682,8
piezCha602AzCos,pedi702682,9
piezPor131AzInf,pedi702682,6
piezPCs508MrInf,pedi702682,1
piezCam667NgMob,pedi702682,4
piezCom925BlInf,pedi702682,9
piezPaf572NgAli,pedi702682,4
piezPaf572NgAli,pedi702682,3
piezCar392NaAli,pedi702682,9
piezNiv200MrHer,pedi702682,4
piezPeg533AzMer,pedi702682,6
piezCha602AzCos,pedi702682,4
piezSil048NaMob,pedi702682,5
piezGaR740NgInf,pedi702682,6
piezPaf572NgAli,pedi702682,3
piezPes833NaAli,pedi702682,5
piezCre369RsCos,pedi702682,9
piezCom925BlInf,pedi702682,8
piezLác034MoAli,pedi702682,2
piezMaf552MoCos,pedi702682,8
piezGaR740NgInf,pedi702682,9
piezPor131AzInf,pedi702682,9
piezCre369RsCos,pedi702682,9
piezPes833NaAli,pedi702682,1
piezAce580VeCos,pedi702682,5
piezCin811RsMer,pedi702682,5
piezHdc064BlCon,pedi702682,6
piezYes811VeCon,pedi702682,5
piezTal276BlHer,pedi702682,10
piezEsc048RsMob,pedi702682,10
piezSil957BlMob,pedi702682,3
piezPor131AzInf,pedi702682,2
piezPaf572NgAli,pedi702682,1
piezMar824AmHer,pedi702682,5
piezYes811VeCon,pedi702682,7
piezFru544MoAli,pedi702682,10
piezCre224NaMer,pedi702682,5
piezPin071NgCos,pedi702682,4
piezSil957BlMob,pedi702682,10
piezCim591VeHer,pedi702682,7
piezMar824AmHer,pedi702682,8
piezTij892RsMer,pedi702682,8
piezVer249RsAli,pedi702682,1
piezNiv200MrHer,pedi702682,3
piezDul237NaAli,pedi702682,3
piezTdP240VeCon,pedi702682,4
piezMdn355NgMob,pedi702682,3
piezLad786MrCon,pedi702682,6
piezSil957BlMob,pedi702682,3
piezBeb062AzAli,pedi702682,10
piezTec974RsInf,pedi702682,1
piezSil048NaMob,pedi702682,8
piezSna300MoAli,pedi702682,3
piezTdP240VeCon,pedi702682,9
piezLám826AmMob,pedi702682,1
piezCam667NgMob,pedi702682,6
piezBdm865NgCos,pedi702682,7
piezHil739RjMer,pedi702682,5
piezCla073AzCon,pedi702682,9
piezDes350VeHer,pedi702682,10
piezTel914NaMer,pedi702682,9
piezTal276BlHer,pedi702682,7
piezPin770MrHer,pedi702682,1
piezHil739RjMer,pedi702682,2
piezDul237NaAli,pedi702682,4
piezLla553MrHer,pedi702682,6
piezPin770MrHer,pedi702682,7
piezMar824AmHer,pedi702682,6
piezLám826AmMob,pedi702682,9
piezPin071NgCos,pedi702682,5
piezLij081RsHer,pedi702682,1
piezPin635NgCon,pedi702682,10
piezRat292AmInf,pedi702682,6
piezAzu454AmCon,pedi702682,7
piezCla073AzCon,pedi702682,5
piezSie879NgHer,pedi702682,7
piezPor131AzInf,pedi702682,8
piezPes833NaAli,pedi702682,6
piezAgu185BlMer,pedi702682,5
piezPes833NaAli,pedi702682,2
piezPaf572NgAli,pedi702682,5
piezSil048NaMob,pedi702682,4
piezSof755AzMob,pedi702682,3
piezHil739RjMer,pedi702682,8
piezEst491NgMob,pedi702682,7
piezAur997MrInf,pedi702682,6
piezBot384MoMer,pedi702682,2
piezGaR740NgInf,pedi702682,7
piezPCs508MrInf,pedi702682,6
piezCin811RsMer,pedi702682,8
piezSie879NgHer,pedi702682,8
piezSil048NaMob,pedi702682,3
piezBdm865NgCos,pedi702682,10
piezCab198NgInf,pedi702682,6
piezVer249RsAli,pedi702682,5
piezCom925BlInf,pedi702682,8
piezTel914NaMer,pedi702682,10
piezBeb062AzAli,pedi702682,1
piezMaf552MoCos,pedi702682,10
piezCim591VeHer,pedi702682,9
piezLla553MrHer,pedi702682,5
piezCab198NgInf,pedi702682,7
piezAce580VeCos,pedi702682,9
piezPCs508MrInf,pedi702682,3
piezLác034MoAli,pedi702682,7
piezCem010MoCon,pedi702682,3
piezPin635NgCon,pedi702682,4
piezCre224NaMer,pedi702682,1
piezTel914NaMer,pedi702682,4
piezPin071NgCos,pedi702682,4
piezGaR740NgInf,pedi702682,10
piezCam667NgMob,pedi702682,1
piezPaf572NgAli,pedi702682,5
piezLad786MrCon,pedi702682,7
piezCin811RsMer,pedi702682,2
piezCar392NaAli,pedi702682,9
piezPor131AzInf,pedi702682,5
piezCab198NgInf,pedi702682,4
piezSil048NaMob,pedi702682,7
piezCab198NgInf,pedi702682,7
piezHil739RjMer,pedi702682,5
piezCin811RsMer,pedi702682,10
piezPin071NgCos,pedi702682,5
piezPre373AzAli,pedi702682,10
piezCin811RsMer,pedi702682,3
piezAce580VeCos,pedi702682,9
piezEdu399AzCos,pedi702682,5
piezPCs508MrInf,pedi601676,9
piezFru544MoAli,pedi601676,4
piezCha602AzCos,pedi601676,6
piezMar824AmHer,pedi601676,7
piezHil739RjMer,pedi601676,5
piezPin770MrHer,pedi601676,6
piezPCs508MrInf,pedi601676,2
piezGaR740NgInf,pedi601676,1
piezMdn355NgMob,pedi601676,1
piezCab198NgInf,pedi601676,10
piezAce580VeCos,pedi601676,8
piezCla073AzCon,pedi601676,9
piezFru544MoAli,pedi601676,5
piezImp826NgInf,pedi601676,7
piezBeb062AzAli,pedi601676,7
piezLoc517MrCos,pedi601676,8
piezLad786MrCon,pedi601676,10
piezCin811RsMer,pedi601676,2
piezYes811VeCon,pedi601676,6
piezTdP240VeCon,pedi601676,2
piezCim591VeHer,pedi601676,7
piezLdm025NgCon,pedi601676,8
piezMaf552MoCos,pedi601676,3
piezBot384MoMer,pedi601676,5
piezCem010MoCon,pedi601676,6
piezCam667NgMob,pedi601676,2
piezCam667NgMob,pedi601676,2
piezCae620NaCon,pedi702682,8
piezMon404NaInf,pedi702682,7
piezSil048NaMob,pedi702682,6
piezAgu185BlMer,pedi702682,1
piezVer249RsAli,pedi702682,3
piezBeb062AzAli,pedi702682,5
piezCim591VeHer,pedi702682,8
piezCre224NaMer,pedi702682,2
piezMaf552MoCos,pedi702682,2
piezEnc982AzMer,pedi702682,2
piezEst491NgMob,pedi702682,6
piezPeg533AzMer,pedi702682,8
piezBeb062AzAli,pedi702682,7
piezCla073AzCon,pedi702682,5
piezPor131AzInf,pedi702682,4
piezCre369RsCos,pedi702682,1
piezCin527NgHer,pedi702682,8
piezPin635NgCon,pedi702682,1
piezCla073AzCon,pedi702682,3
piezYes811VeCon,pedi702682,3
piezCin527NgHer,pedi702682,1
piezSil957BlMob,pedi702682,4
piezSna300MoAli,pedi702682,5
piezVer249RsAli,pedi702682,1
piezYes811VeCon,pedi702682,3
piezBot384MoMer,pedi702682,5
piezVer249RsAli,pedi702682,6
piezLdm025NgCon,pedi702682,10
piezBeb062AzAli,pedi702682,3
piezMon404NaInf,pedi702682,7
piezEst491NgMob,pedi702682,4
piezDes350VeHer,pedi702682,9
piezHil739RjMer,pedi702682,5
piezLoc517MrCos,pedi015529,3
piezLác034MoAli,pedi015529,2
piezCin527NgHer,pedi015529,9
piezCin811RsMer,pedi015529,5
piezCae620NaCon,pedi015529,5
piezMaq810VeCos,pedi015529,1
piezTij892RsMer,pedi015529,7
piezLla553MrHer,pedi015529,2
piezEnc982AzMer,pedi015529,5
piezCab198NgInf,pedi015529,2
piezPeg533AzMer,pedi015529,8
piezLác034MoAli,pedi015529,8
piezSil957BlMob,pedi015529,3
piezLla553MrHer,pedi015529,2
piezPer368NaCos,pedi015529,9
piezTdP240VeCon,pedi015529,9
piezCre224NaMer,pedi015529,2
piezAur997MrInf,pedi015529,7
piezGaR740NgInf,pedi015529,7
piezAzu454AmCon,pedi015529,6
piezDul237NaAli,pedi015529,5
piezSie879NgHer,pedi015529,6
piezLác034MoAli,pedi015529,4
piezSna300MoAli,pedi015529,5
piezMdn355NgMob,pedi015529,10
piezPes833NaAli,pedi015529,10
piezMar824AmHer,pedi015529,5
piezDul237NaAli,pedi015529,3
piezAzu454AmCon,pedi015529,4
piezHdc064BlCon,pedi015529,3
piezYes811VeCon,pedi015529,10
piezCem010MoCon,pedi015529,3
piezEnc982AzMer,pedi015529,2
piezMon404NaInf,pedi015529,6
piezCin811RsMer,pedi015529,10
piezCam667NgMob,pedi015529,10
piezImp826NgInf,pedi015529,8
piezCre224NaMer,pedi015529,2
piezAzu454AmCon,pedi015529,1
piezMdn355NgMob,pedi015529,5
piezCam667NgMob,pedi015529,10
piezPCs508MrInf,pedi015529,7
piezAur997MrInf,pedi015529,6
piezTal276BlHer,pedi015529,10
piezSof755AzMob,pedi015529,6
piezAgu185BlMer,pedi015529,6
piezEsc048RsMob,pedi015529,9
piezCim591VeHer,pedi015529,7
piezCin527NgHer,pedi015529,9
piezCom925BlInf,pedi015529,1
piezLla553MrHer,pedi015529,2
piezCin152RjMer,pedi015529,9
piezSie879NgHer,pedi015529,7
piezPaf572NgAli,pedi015529,5
piezMaf552MoCos,pedi015529,2
piezArm681MrMob,pedi015529,5
piezSna300MoAli,pedi015529,3
piezSie879NgHer,pedi015529,8
piezPin635NgCon,pedi015529,10
piezNiv200MrHer,pedi015529,7
piezArm681MrMob,pedi015529,5
piezLij081RsHer,pedi015529,9
piezFru544MoAli,pedi015529,5
piezPer368NaCos,pedi015529,3
piezFru544MoAli,pedi015529,3
piezCre369RsCos,pedi015529,6
piezImp826NgInf,pedi015529,5
piezVer249RsAli,pedi015529,8
piezEst491NgMob,pedi015529,10
piezMaq810VeCos,pedi015529,7
piezCin811RsMer,pedi015529,7
piezEnc982AzMer,pedi015529,9
piezCin811RsMer,pedi015529,9
piezSof755AzMob,pedi015529,8
piezMaq810VeCos,pedi015529,6
piezPin635NgCon,pedi015529,6
piezCab198NgInf,pedi015529,3
piezAzu454AmCon,pedi015529,7
piezAgu185BlMer,pedi015529,5
piezTdP240VeCon,pedi015529,8
piezLdm025NgCon,pedi015529,4
piezPer368NaCos,pedi015529,6
piezArm681MrMob,pedi015529,2
piezHil739RjMer,pedi015529,4
piezPCs508MrInf,pedi015529,2
piezBdm865NgCos,pedi015529,10
piezPin770MrHer,pedi015529,2
piezEdu399AzCos,pedi015529,9
piezPCs508MrInf,pedi015529,6
piezRat292AmInf,pedi015529,2
piezCar392NaAli,pedi015529,8
piezCla073AzCon,pedi015529,8
piezCom925BlInf,pedi015529,8
piezCin527NgHer,pedi015529,10
piezHil739RjMer,pedi015529,9
piezBdm865NgCos,pedi015529,2
piezCar392NaAli,pedi015529,9
piezSna300MoAli,pedi015529,3
piezEnc982AzMer,pedi015529,2
piezBot384MoMer,pedi015529,4
piezMdn355NgMob,pedi015529,2
piezCin811RsMer,pedi015529,4
piezLad786MrCon,pedi015529,9
piezVer249RsAli,pedi015529,2
piezPCs508MrInf,pedi015529,7
piezPre373AzAli,pedi015529,4
piezYes811VeCon,pedi015529,4
piezFru544MoAli,pedi015529,8
piezLij081RsHer,pedi015529,8
piezEnc982AzMer,pedi015529,1
piezMar824AmHer,pedi015529,3
piezLdm025NgCon,pedi015529,8
piezPes833NaAli,pedi015529,8
piezPeg533AzMer,pedi015529,9
piezEdu399AzCos,pedi015529,3
piezCae620NaCon,pedi015529,5
piezCam667NgMob,pedi015529,10
piezSof755AzMob,pedi015529,2
piezYes811VeCon,pedi015529,10
piezEnc982AzMer,pedi015529,10
piezMaf552MoCos,pedi226345,1
piezMon404NaInf,pedi226345,7
piezMaf552MoCos,pedi226345,10
piezCae620NaCon,pedi226345,4
piezSil048NaMob,pedi591994,10
piezCin527NgHer,pedi591994,6
piezAce580VeCos,pedi591994,5
piezMdn355NgMob,pedi591994,3
piezPre373AzAli,pedi591994,2
piezPre373AzAli,pedi591994,5
piezPin770MrHer,pedi591994,5
piezMes484NaMob,pedi591994,6
piezSil048NaMob,pedi591994,4
piezBot384MoMer,pedi591994,5
piezMaf552MoCos,pedi591994,2
piezCin811RsMer,pedi591994,8
piezAce580VeCos,pedi591994,3
piezEnc982AzMer,pedi591994,2
piezTec974RsInf,pedi591994,3
piezHil739RjMer,pedi591994,1
piezHil739RjMer,pedi591994,8
piezCem010MoCon,pedi591994,8
piezPeg533AzMer,pedi591994,3
piezCem010MoCon,pedi591994,4
piezSna300MoAli,pedi591994,7
piezCha602AzCos,pedi591994,10
piezPaf572NgAli,pedi591994,3
piezNiv200MrHer,pedi591994,3
piezCae620NaCon,pedi591994,8
piezPre373AzAli,pedi591994,9
piezSil957BlMob,pedi591994,10
piezEnc982AzMer,pedi591994,1
piezMar824AmHer,pedi591994,3
piezPin635NgCon,pedi591994,5
piezMar824AmHer,pedi591994,7
piezPaf572NgAli,pedi479404,3
piezCom925BlInf,pedi479404,5
piezLla553MrHer,pedi479404,2
piezCin527NgHer,pedi479404,5
piezLoc517MrCos,pedi479404,1
piezCim591VeHer,pedi479404,10
piezPin071NgCos,pedi479404,1
piezMon404NaInf,pedi479404,10
piezPaf572NgAli,pedi479404,10
piezAce580VeCos,pedi479404,8
piezPor131AzInf,pedi479404,7
piezYes811VeCon,pedi479404,5
piezPin071NgCos,pedi479404,3
piezPes833NaAli,pedi479404,3
piezCom925BlInf,pedi479404,4
piezDul237NaAli,pedi479404,9
piezAur997MrInf,pedi479404,4
piezMes484NaMob,pedi479404,6
piezMdn355NgMob,pedi479404,3
piezPin770MrHer,pedi479404,6
piezCin811RsMer,pedi479404,9
piezCab198NgInf,pedi479404,9
piezPre373AzAli,pedi479404,1
piezYes811VeCon,pedi479404,1
piezHil739RjMer,pedi479404,3
piezSie879NgHer,pedi479404,10
piezPer368NaCos,pedi479404,5
piezLdm025NgCon,pedi479404,4
piezBot384MoMer,pedi479404,7
piezPeg533AzMer,pedi479404,1
piezAgu185BlMer,pedi479404,6
piezSie879NgHer,pedi479404,3
piezFru544MoAli,pedi479404,2
piezMes484NaMob,pedi479404,8
piezLla553MrHer,pedi479404,5
piezCar392NaAli,pedi479404,8
piezCin152RjMer,pedi479404,6
piezCam667NgMob,pedi479404,3
piezPre373AzAli,pedi479404,9
piezPor131AzInf,pedi479404,4
piezMes484NaMob,pedi479404,3
piezLác034MoAli,pedi479404,1
piezCin527NgHer,pedi479404,6
piezCha602AzCos,pedi479404,1
piezPin635NgCon,pedi479404,2
piezPin635NgCon,pedi479404,4
piezLij081RsHer,pedi479404,2
piezSil048NaMob,pedi479404,1
piezCre369RsCos,pedi479404,5
piezTal276BlHer,pedi479404,4
piezBeb062AzAli,pedi479404,10
